Customer_Name,Last_Order_Date,Frequency,Monetary,Total_Profit,Avg_Discount,Total_Quantity,Recency,Cluster
Hallie Redmond,2012-09-05,8,11546.658,-4139.26,0.06363636363636364,156,117,0
Harold Dahlen,2012-05-12,15,46556.162,7004.46,0.055,602,233,1
Harold Engle,2012-05-26,12,52882.2825,12636.17,0.05611111111111111,535,219,1
Harold Pawlan,2012-12-18,7,24331.446,1216.6999999999998,0.04076923076923077,334,13,0
Harold Ryan,2012-10-29,9,35884.06,10571.800000000001,0.04,371,63,1
Harry Greene,2012-07-09,3,11194.87,2336.63,0.06333333333333334,98,175,0
Harry Marie,2012-07-26,5,15678.463,-1806.87,0.05222222222222222,281,158,0
Heather Jas,2011-07-24,3,714.24,4.700000000000003,0.06333333333333334,113,526,0
Heather Kirkland,2012-03-15,4,17307.548,851.32,0.045,181,291,0
Helen Abelman,2011-09-26,5,15996.559500000001,2452.46,0.045000000000000005,219,462,0
Helen Andreada,2012-10-30,10,18378.804,1200.27,0.032857142857142856,308,62,0
Helen Wasserman,2012-06-26,14,44416.364,394.1500000000003,0.046363636363636364,551,188,1
Henia Zydlo,2012-10-31,4,12998.33,-1154.8500000000001,0.05833333333333334,207,61,0
Henry Goldwyn,2012-07-16,6,26629.809500000003,4887.5199999999995,0.039,243,168,0
Henry MacAllister,2012-03-16,3,1348.4615,-127.98000000000002,0.02333333333333333,31,290,0
Herbert Flentye,2010-12-07,3,4189.175,-1168.02,0.044,39,755,0
Hilary Holden,2012-09-10,6,33997.323000000004,2838.64,0.05266666666666667,408,112,1
Hunter Glantz,2012-03-23,2,6445.83,-188.57,0.06,83,283,0
Hunter Lopez,2012-11-10,4,16454.35,-193.7099999999999,0.058750000000000004,225,51,0
Ionia McGrath,2012-11-28,13,42314.597499999996,11641.77,0.042777777777777776,449,33,1
Irene Maddox,2012-03-22,5,19836.305,-6240.160000000001,0.05625,153,284,0
Ivan Gibson,2012-10-17,3,706.88,-279.36,0.07,83,75,0
Ivan Liston,2012-10-30,8,38880.47,6647.08,0.06692307692307692,345,62,1
Jack Garza,2012-10-05,6,13571.349,700.8699999999999,0.0725,182,87,0
Jack Lebron,2012-12-03,14,51155.799,-1498.3,0.056818181818181816,493,28,1
Jack O'Briant,2012-10-24,21,56974.694,11359.99,0.05392857142857143,662,68,1
James Galang,2012-04-07,8,17932.791,469.7599999999999,0.05846153846153846,391,268,0
James Lanier,2011-12-16,8,29846.969999999998,5862.66,0.062307692307692314,370,381,1
Jamie Frazer,2011-12-15,4,3980.79,-473.7200000000001,0.0875,85,382,0
Jamie Kunitz,2012-11-09,6,27842.06,8676.74,0.04625,134,52,0
Jane Waco,2012-06-19,4,4598.5475,832.18,0.028571428571428574,217,195,0
Janet Lee,2012-06-14,7,21422.0875,3075.95,0.05818181818181818,332,200,0
Janet Martin,2012-10-27,9,34383.84,10601.75,0.034545454545454546,280,65,1
Janet Molinari,2012-03-30,3,1348.64,94.35999999999999,0.06,89,276,0
Jas O'Carroll,2011-11-18,10,18982.228499999997,457.54,0.05375,417,409,1
Jason Fortune,2011-05-06,4,22455.0155,4338.1,0.05333333333333333,283,605,0
Jason Gross,2011-05-14,2,1484.04,526.87,0.03333333333333333,51,597,0
Jason Klamczynski,2012-11-03,7,23074.469,-1230.1299999999999,0.057272727272727274,316,58,0
Jasper Cacioppo,2012-07-16,7,61350.090000000004,488.6800000000005,0.04416666666666667,285,168,1
Jay Fine,2012-10-16,6,28113.7805,-145.8599999999999,0.059166666666666666,308,76,0
Jay Kimmel,2012-04-23,3,16429.3,1470.49,0.05,145,252,0
Jenna Caffey,2012-07-27,8,10648.5085,-2088.28,0.04307692307692308,316,157,0
Jennifer Braxton,2012-06-29,6,13013.1375,793.15,0.052000000000000005,199,185,0
Jennifer Ferguson,2012-12-03,8,20998.6675,2019.94,0.051818181818181826,266,28,0
Jennifer Halladay,2012-12-15,5,17299.48,4512.4,0.045000000000000005,213,16,0
Jennifer Jackson,2012-12-29,7,11314.66,534.8599999999999,0.05454545454545454,303,2,0
Jennifer Patt,2012-09-01,10,42356.003,5516.5199999999995,0.059444444444444446,424,121,1
Jeremy Ellison,2012-10-29,3,5524.13,903.33,0.056666666666666664,91,63,0
Jeremy Farry,2012-04-25,2,85.72,6.81,0.08,28,250,0
Jeremy Lonsdale,2011-08-10,7,19810.635500000004,2360.83,0.06733333333333333,429,509,0
Jeremy Pistek,2012-12-15,8,6987.7705,-1070.14,0.05900000000000001,228,16,0
Jessica Myrick,2012-04-28,6,10295.92,-1297.4900000000002,0.05700000000000001,258,247,0
Jesus Ocampo,2011-02-18,4,9561.57,2190.19,0.05800000000000001,139,682,0
Jill Fjeld,2012-10-31,4,5215.4400000000005,156.77999999999997,0.028333333333333335,180,61,0
Jill Matthias,2012-10-22,7,13624.053,-5627.709999999999,0.048571428571428564,138,70,0
Jill Stevenson,2012-11-27,5,27256.4905,7704.429999999999,0.06714285714285714,219,34,0
Jim Epp,2012-12-30,12,32331.5135,7836.099999999999,0.058,440,1,1
Jim Karlsson,2012-10-26,7,20482.911,265.84,0.0525,307,66,0
Jim Kriz,2012-04-24,9,19534.1595,2001.1000000000001,0.057692307692307696,421,251,1
Jim Mitchum,2012-12-10,5,7852.3585,442.5,0.05900000000000001,253,21,0
Jim Radford,2012-04-15,7,35978.138999999996,1472.0,0.04,228,260,0
Jim Sink,2012-05-20,9,33491.987,1053.15,0.053636363636363635,393,225,1
Jocasta Rupert,2012-05-04,3,24107.399999999998,6788.74,0.025,101,241,0
Joe Elijah,2011-08-01,6,4138.4285,-324.02,0.0475,253,518,0
Joe Kamberova,2011-08-06,2,5761.31,-700.02,0.04666666666666667,81,513,0
Joel Eaton,2012-11-16,6,8024.3595,748.91,0.04875,135,45,0
Joel Jenkins,2011-05-03,3,865.26,-106.58,0.0475,85,608,0
John Castell,2012-08-10,11,34824.3215,7554.719999999999,0.049999999999999996,357,143,1
John Dryer,2010-10-02,8,11427.09,1173.96,0.036923076923076927,283,821,0
John Grady,2012-02-07,3,1764.71,556.1999999999999,0.02,71,328,0
John Huston,2012-05-11,2,4039.1000000000004,275.98,0.023333333333333334,71,234,0
John Lee,2012-04-03,10,22803.96,609.1399999999999,0.05611111111111111,620,272,1
John Lucas,2012-12-02,14,79696.1875,12725.08,0.04888888888888889,553,29,1
John Murray,2012-10-19,7,37036.0265,7254.95,0.054615384615384614,342,73,1
John Stevenson,2012-03-02,4,48660.873,18849.93,0.04125,130,304,1
Jonathan Doherty,2012-12-11,14,37345.1535,6075.26,0.05,574,20,1
Jonathan Howell,2012-01-31,5,2835.7165,149.32999999999996,0.04,127,335,0
Joni Blumstein,2012-12-18,14,22179.0535,4786.299999999999,0.053125000000000006,388,13,1
Joni Sundaresam,2012-09-19,3,650.77,-146.62,0.065,70,103,0
Joni Wasserman,2012-12-03,8,6869.836,-1155.53,0.05333333333333334,248,28,0
Joseph Airdo,2012-04-27,12,15920.8105,3037.7,0.04733333333333333,365,248,1
Joseph Holt,2011-08-28,3,9426.5,1774.5,0.02666666666666667,114,491,0
Joy Bell,2012-10-07,6,22948.7625,2501.8900000000003,0.06090909090909091,319,85,0
Joy Daniels,2012-12-24,3,4697.7235,579.44,0.052000000000000005,110,7,0
Joy Smith,2012-07-07,16,40768.833,5132.99,0.05142857142857143,754,177,1
Julia Barnett,2012-12-12,12,80044.452,-1956.0900000000001,0.04238095238095238,633,19,1
Julia Dunbar,2012-06-11,9,20868.0975,738.4300000000001,0.046875,453,203,1
Julia West,2012-06-11,9,44021.42,-14154.29,0.044,275,203,0
Juliana Krohn,2012-10-23,8,46672.009,232.43000000000023,0.050666666666666665,323,69,1
Julie Creighton,2012-10-05,5,4143.558,-169.58,0.04,165,87,0
Julie Kriz,2012-03-30,6,35294.479999999996,2243.64,0.06125,201,276,0
Julie Prescott,2012-03-02,6,20917.49,3842.1400000000003,0.03777777777777778,204,304,0
Justin Deggeller,2011-10-21,3,3600.1440000000002,121.06,0.046,172,437,0
Justin Ellison,2012-04-28,6,25264.15,4532.699999999999,0.05222222222222222,208,247,0
Justin Hirsh,2012-07-21,11,12303.6725,358.7599999999999,0.06411764705882353,334,163,0
Justin Knight,2011-12-14,8,18807.251,1365.6299999999999,0.03368421052631579,375,383,0
Justin MacKendrick,2012-08-02,4,37675.81,11033.87,0.049999999999999996,200,151,1
Kalyca Meade,2011-11-18,4,1661.21,330.37,0.04000000000000001,103,409,0
Karen Bern,2011-08-25,3,1563.7075,110.75,0.045,124,494,0
Karen Carlisle,2012-06-09,11,59313.323,21731.53,0.05733333333333333,339,205,1
Karen Daniels,2011-11-15,4,13235.8,-2649.46,0.06875,218,412,0
Karen Ferguson,2012-10-17,5,13649.0635,-269.27000000000004,0.05375,119,75,0
Karen Seio,2012-08-11,6,24491.428,3543.09,0.05583333333333334,299,142,0
Karl Brown,2012-08-21,14,44992.831,9625.32,0.05565217391304348,663,132,1
Katharine Harms,2012-02-23,3,20914.09,3469.5299999999997,0.0625,136,312,0
Katherine Ducich,2012-08-28,4,4159.3485,369.78999999999996,0.05285714285714286,154,125,0
Katherine Hughes,2012-10-26,6,13096.347,263.10999999999973,0.05375,196,66,0
Katherine Murray,2012-06-02,4,19712.9755,4972.719999999999,0.06375,157,212,0
Katherine Nockton,2012-06-29,11,25005.516,-677.25,0.04642857142857143,321,185,1
Katrina Bavinger,2012-11-28,5,22584.1505,5259.99,0.04666666666666667,137,33,0
Katrina Edelman,2011-06-06,2,180.76000000000002,-103.22,0.034999999999999996,37,574,0
Katrina Willman,2012-06-07,7,25168.8965,-1299.6399999999999,0.049166666666666664,310,207,0
Kean Nguyen,2012-07-25,7,9277.925000000001,2464.73,0.05555555555555555,244,159,0
Kean Takahito,2010-04-08,2,7570.142,848.3100000000001,0.023333333333333334,56,998,0
Kean Thornton,2012-12-19,6,6832.89,-434.8100000000001,0.05444444444444444,239,12,0
Keith Dawkins,2012-03-02,13,16010.503499999999,1236.1100000000001,0.050555555555555555,348,304,1
Keith Herrera,2012-01-10,4,11261.0755,179.26,0.03,161,356,0
Kelly Andreada,2012-10-15,8,17624.8235,1772.35,0.061250000000000006,160,77,0
Kelly Collister,2011-07-27,3,471.81000000000006,-221.64999999999998,0.08,68,523,0
Kelly Lampkin,2012-03-20,7,10990.5905,2360.64,0.028333333333333332,286,286,0
Kelly Williams,2012-11-20,9,16900.5895,-2026.8000000000002,0.04,305,41,0
Ken Black,2012-09-30,4,2521.81,227.85000000000002,0.0175,81,92,0
Ken Brennan,2012-07-12,7,23058.260000000002,-1978.6,0.05600000000000001,230,172,0
Ken Dana,2012-09-29,8,25530.4675,1577.49,0.03916666666666666,342,93,1
Ken Heidel,2012-12-16,7,24303.194,962.2300000000006,0.04818181818181819,251,15,0
Ken Lonsdale,2012-11-01,10,17304.675499999998,4030.2400000000002,0.0642857142857143,310,60,1
Khloe Miller,2012-10-16,12,22488.41,-5138.28,0.04470588235294118,360,76,1
Kimberly Carter,2011-11-09,8,14097.117,1722.42,0.041666666666666664,323,418,0
Kristen Hastings,2012-01-08,4,15895.72,1890.36,0.046,248,358,0
Kristina Nunn,2012-07-28,7,14244.1795,532.71,0.048571428571428564,391,156,0
Larry Blacks,2012-11-24,3,2556.21,-40.629999999999995,0.054000000000000006,91,37,0
Larry Hughes,2011-07-23,3,1993.067,-130.97,0.0525,108,527,0
Larry Tron,2012-10-04,11,24029.357500000002,3004.83,0.045625,513,88,1
Laura Armstrong,2012-08-22,7,12394.490000000002,-563.5699999999999,0.043000000000000003,312,131,0
Laurel Beltran,2012-04-11,4,4531.912,-917.4000000000001,0.035,41,264,0
Laurel Elliston,2012-10-18,9,28981.8145,5526.79,0.05473684210526316,399,74,1
Laurel Workman,2012-12-11,4,21138.760000000002,-12587.05,0.06285714285714286,131,20,0
Lauren Leatherbury,2012-11-24,15,34621.9395,-11152.83,0.049999999999999996,657,37,1
Lela Donovan,2012-10-02,9,38012.0305,8629.99,0.055625,394,90,1
Lena Cacioppo,2010-12-04,4,2939.316,320.47999999999996,0.04833333333333334,167,758,0
Lena Creighton,2012-12-21,15,48460.135,2104.4000000000005,0.052142857142857144,718,10,1
Lena Hernandez,2012-09-16,4,7008.4265000000005,-794.87,0.066,167,106,0
Lena Radford,2012-12-27,7,5169.2175,-576.5799999999999,0.046363636363636364,251,4,0
Linda Cazamias,2009-09-18,2,12119.77,4264.0599999999995,0.0425,126,1200,0
Linda Southworth,2012-05-12,10,26407.6725,4023.65,0.05555555555555555,503,233,1
Lindsay Castell,2012-05-22,8,16702.97,3586.49,0.06,205,223,0
Lindsay Shagiari,2012-10-28,5,6084.9265,-3978.52,0.07,122,64,0
Lindsay Williams,2012-09-12,3,8598.7135,3462.96,0.07333333333333333,62,110,0
Lisa DeCherney,2012-12-20,13,67914.0005,3619.4700000000003,0.046363636363636364,674,11,1
Lisa Hazard,2012-11-15,6,11459.3025,3006.16,0.03272727272727273,260,46,0
Lisa Ryan,2012-12-08,3,3489.29,-258.62000000000006,0.045,105,23,0
Liz Carlisle,2012-11-05,9,12282.804,1596.38,0.060000000000000005,207,56,0
Liz MacKendrick,2012-07-02,14,76306.4315,20397.24,0.049,590,182,1
Liz Pelletier,2012-04-11,9,16967.415,267.33000000000004,0.06133333333333334,315,264,0
Liz Price,2012-11-07,13,23662.4305,3727.02,0.039047619047619046,638,54,1
Liz Thompson,2012-08-14,4,506.8,-147.24,0.0675,99,139,0
Liz Willingham,2012-10-18,10,33230.628,4511.86,0.05,412,74,1
Logan Currie,2011-10-19,3,8520.4,901.19,0.037500000000000006,62,439,0
Logan Haushalter,2012-12-29,12,50662.9455,18348.53,0.06333333333333334,474,2,1
Lori Olson,2012-07-14,4,3194.0299999999997,1103.8000000000002,0.042,105,170,0
Luke Foster,2012-10-01,4,21231.0,2210.7400000000002,0.04666666666666667,172,91,0
Luke Schmidt,2012-07-24,11,27762.451999999997,4327.56,0.06277777777777778,442,160,1
Luke Weiss,2012-12-11,7,15534.386,4536.11,0.04818181818181819,309,20,0
Lycoris Saunders,2012-12-28,13,46429.649999999994,9387.82,0.05454545454545456,572,3,1
Lynn Smith,2011-04-25,7,5371.4,-3630.2700000000004,0.051111111111111114,240,616,0
Magdelene Morse,2012-06-27,8,30412.951,6249.38,0.04461538461538461,289,187,1
Marc Crier,2012-11-06,14,34298.65,5046.56,0.04470588235294118,353,55,1
Marc Harrigan,2010-02-02,3,3628.6805000000004,815.19,0.05666666666666667,82,1063,0
Maria Bertelson,2012-03-02,15,29606.0065,1693.1399999999999,0.0572,600,304,1
Maria Etezadi,2009-08-06,1,1219.2485,132.79,0.01,46,1243,0
Maria Zettner,2012-09-02,8,19871.816,-3553.6,0.05916666666666667,304,120,0
Maribeth Dona,2012-06-07,6,37359.520000000004,-3418.38,0.045000000000000005,235,207,0
Maribeth Schnelling,2012-08-27,4,1722.5100000000002,-385.37,0.048,130,126,0
Maribeth Yedwab,2012-12-30,7,10653.8195,-1109.55,0.061,241,1,0
Marina Lichtenstein,2012-07-28,4,3238.911,-189.22,0.064,98,156,0
Maris LaWare,2011-11-17,2,5062.991999999999,1189.11,0.06333333333333334,89,410,0
Mark Cousins,2012-07-19,18,70579.72750000001,8377.36,0.058928571428571434,786,165,1
Mark Haberlin,2012-07-02,4,3728.5860000000002,-603.59,0.06625,182,182,0
Mark Hamilton,2011-12-12,1,450.99,-91.07,0.03,38,385,0
Mark Packer,2011-02-27,7,9782.5655,1499.62,0.04666666666666666,269,673,0
Mark Van Huff,2012-01-04,3,13864.7975,-657.1999999999999,0.045,98,362,0
Mary O'Rourke,2011-05-07,3,4110.91,408.09,0.035,117,604,0
Mary Zewe,2012-10-14,3,23190.2165,8654.06,0.05,129,78,0
MaryBeth Skach,2012-08-01,6,14278.497,3301.6099999999997,0.02909090909090909,305,152,0
Mathew Reese,2012-06-08,9,25012.9705,1723.5699999999997,0.05941176470588235,519,206,1
Matt Abelman,2012-08-12,12,60962.347,-2256.84,0.06722222222222222,555,141,1
Matt Collins,2011-03-04,5,10578.3685,1171.4599999999998,0.052500000000000005,170,668,0
Matt Collister,2012-03-14,10,23724.928,1881.06,0.04647058823529412,520,292,1
Matt Connell,2012-10-15,7,23881.36,4902.67,0.05,356,77,1
Matt Hagelstein,2012-12-30,3,683.8999999999999,54.77,0.07333333333333333,61,1,0
Matthew Clasen,2012-08-12,3,775.9499999999999,115.18,0.032,78,141,0
Matthew Grinstein,2012-10-28,10,38698.7895,6076.2300000000005,0.043333333333333335,510,64,1
Maureen Fritzler,2012-04-17,6,12873.3755,3931.42,0.0575,249,258,0
Maureen Gastineau,2012-09-14,7,29885.510000000002,4485.35,0.054285714285714284,333,108,1
Maureen Grace,2010-05-29,1,3681.7495,1196.44,0.01,43,947,0
Maurice Satty,2012-12-24,4,555.82,-69.86,0.0675,56,7,0
Max Engle,2012-01-05,6,2681.0225,-1668.5,0.038,200,361,0
Max Jones,2012-10-04,10,29810.989999999998,6022.59,0.047692307692307694,382,88,1
Max Ludwig,2011-01-04,4,10922.702,2542.2200000000003,0.08166666666666667,173,727,0
Maxwell Schwartz,2012-08-04,11,30928.836499999998,-6043.8499999999985,0.036250000000000004,366,149,1
Maya Herman,2012-09-12,7,7274.6065,-413.74,0.05272727272727273,221,110,0
Meg O'Connel,2012-11-05,11,30557.7815,-7411.169999999999,0.047058823529411764,508,56,1
Meg Tillman,2012-07-15,8,29898.234500000002,1752.5500000000002,0.049999999999999996,377,169,1
Melanie Page,2011-12-07,5,19415.425,2808.4,0.05000000000000001,344,390,0
Michael Chen,2011-12-16,4,25141.737,4295.95,0.025,209,381,0
Michael Dominguez,2012-10-11,16,18670.6405,2352.91,0.049473684210526316,462,81,1
Michael Grace,2012-12-15,8,10884.82,1748.3400000000001,0.045,404,16,0
Michael Granlund,2012-08-22,8,10476.986499999999,1453.0200000000002,0.054615384615384614,359,131,0
Michael Kennedy,2012-06-27,5,6339.3115,354.34999999999997,0.0642857142857143,244,187,0
Michael Moore,2012-08-26,5,15077.853,-55.79000000000006,0.06666666666666667,133,127,0
Michael Nguyen,2011-03-15,3,17409.38,4427.07,0.04,111,657,0
Michael Oakman,2012-11-30,11,47040.004,493.30999999999995,0.043888888888888894,456,31,1
Michael Paige,2012-10-09,5,9111.51,843.12,0.06333333333333334,171,83,0
Michael Stewart,2012-08-21,5,6140.259,-567.8299999999999,0.06777777777777777,177,132,0
Michelle Arnett,2012-10-25,7,11529.583499999999,209.50000000000006,0.038571428571428576,374,67,0
Michelle Ellison,2012-08-05,12,34308.89,1091.6599999999999,0.04611111111111112,490,148,1
Michelle Huthwaite,2012-06-18,7,13895.8125,1703.48,0.050833333333333335,349,196,0
Michelle Lonsdale,2012-11-23,9,34524.2525,7936.21,0.04,286,38,1
Michelle Moray,2012-03-30,9,33055.1975,7012.39,0.04800000000000001,433,276,1
Michelle Tran,2012-08-09,10,10174.2555,-4306.36,0.05384615384615384,314,144,0
Mick Brown,2010-08-09,4,14156.22,2471.4,0.043333333333333335,169,875,0
Mick Crebagga,2012-12-10,12,31042.314,-705.64,0.052500000000000005,519,21,1
Mick Hernandez,2012-06-10,3,793.38,-347.07,0.03333333333333333,99,204,0
Mike Caudle,2012-04-15,4,19580.65,5752.4400000000005,0.03142857142857143,198,260,0
Mike Gockenbach,2011-09-12,6,10820.539999999999,314.30000000000007,0.034444444444444444,285,476,0
Mike Kennedy,2012-08-18,10,16929.76,4291.349999999999,0.062142857142857146,382,135,1
Mike Pelletier,2012-09-12,6,17243.277,2296.64,0.045,252,110,0
Mike Vittorini,2012-08-14,8,20601.493,3537.0,0.043000000000000003,289,139,0
Mitch Gastineau,2012-10-01,8,48521.1685,9743.16,0.05538461538461538,424,91,1
Mitch Webber,2011-10-25,5,13806.53,-2185.86,0.0525,223,433,0
Mitch Willingham,2012-07-13,7,30525.550000000003,5386.61,0.049999999999999996,376,171,1
Monica Federle,2012-11-06,7,6626.16,-18.64999999999999,0.04090909090909091,300,55,0
Muhammed Lee,2012-10-16,7,27109.49,6036.99,0.051666666666666666,352,76,1
Muhammed MacIntyre,2012-09-01,8,8796.42,-1100.0700000000002,0.04692307692307692,322,121,0
Muhammed Yedwab,2012-11-26,16,62544.0205,8661.93,0.05954545454545455,497,35,1
Nancy Lomonaco,2011-05-20,6,20751.6195,4481.089999999999,0.04375,248,591,0
Naresj Patel,2012-09-04,8,27886.420000000002,7421.45,0.03928571428571429,414,118,1
Nat Carroll,2012-12-10,7,8415.2545,677.51,0.045,192,21,0
Nat Gilpin,2012-04-29,7,6346.413500000001,-327.69,0.06285714285714286,133,246,0
Natalie DeCherney,2010-06-14,1,125.9,5.85,0.04,21,931,0
Natalie Fritzler,2012-05-17,2,3005.61,546.11,0.055,112,228,0
Natalie Webber,2012-12-04,15,13564.495,2376.4900000000002,0.04833333333333334,402,27,1
Nathan Cano,2012-07-10,5,4284.06,806.4100000000001,0.04833333333333334,171,174,0
Nathan Gelder,2012-08-06,5,14532.89,2188.0499999999997,0.04625,163,147,0
Nathan Mautz,2012-11-19,17,54917.7325,1316.2199999999998,0.035454545454545454,647,42,1
Neil Ducich,2010-09-17,4,4263.9580000000005,433.46000000000004,0.05833333333333333,143,836,0
Neil French,2012-07-29,8,19448.710499999997,2014.6999999999998,0.06076923076923077,274,155,0
Neil Knudson,2012-11-06,14,29858.367,4021.08,0.04318181818181818,570,55,1
Neola Schneider,2011-05-30,4,6013.87,632.1899999999998,0.05857142857142857,212,581,0
Neoma Murray,2012-12-09,4,19406.442000000003,-697.1800000000003,0.0675,249,22,0
Nick Crebassa,2012-09-30,8,45458.407,14712.949999999999,0.04461538461538462,432,92,1
Nick Radford,2012-08-15,5,12877.18,-682.01,0.03,242,138,0
Nick Zandusky,2011-06-12,7,14815.813,-1185.28,0.03666666666666667,208,568,0
Nicole Brennan,2012-09-14,15,44184.6035,-925.2699999999998,0.05454545454545454,545,108,1
Nicole Fjeld,2010-09-01,2,153.03,-82.19,0.060000000000000005,44,852,0
Nicole Hansen,2012-05-04,8,20471.19,-522.72,0.05333333333333334,311,241,0
Noah Childs,2011-12-18,3,7636.6225,657.8999999999999,0.06166666666666667,136,379,0
Noel Staavos,2012-04-27,12,59092.098,14556.300000000001,0.04904761904761905,548,248,1
Nona Balk,2012-07-29,6,14075.318500000001,1561.6000000000001,0.055,278,155,0
Nora Paige,2012-12-26,11,17197.7,1264.14,0.049411764705882356,457,5,1
Nora Pelletier,2012-09-30,8,22648.883,4143.2300000000005,0.05692307692307692,273,92,0
Nora Price,2012-12-16,18,25399.844,2516.39,0.04357142857142857,675,15,1
Odella Nelson,2012-10-24,9,13080.812,679.1899999999999,0.04625,366,68,0
Olvera Toch,2012-02-23,7,24633.7035,7975.32,0.05,452,312,1
Pamela Coakley,2012-07-17,2,564.7035,17.360000000000003,0.04,68,167,0
Pamela Stobb,2012-10-29,5,13306.16,2901.3399999999997,0.058750000000000004,227,63,0
Parhena Norris,2012-07-20,4,31955.079,834.51,0.05,178,164,0
Patricia Hirasaki,2012-07-21,3,2576.17,720.61,0.042499999999999996,143,163,0
Patrick Bzostek,2012-09-14,6,35495.4365,8341.7,0.04230769230769231,346,108,1
Patrick Gardner,2012-03-30,5,15785.506499999998,3285.36,0.042,140,276,0
Patrick Jones,2012-11-10,17,35186.024,167.3600000000001,0.047,713,51,1
Patrick O'Brill,2012-03-17,7,8970.3945,379.74,0.043,222,289,0
Patrick O'Donnell,2012-12-06,8,13551.109999999999,545.9,0.047,250,25,0
Patrick Ryan,2012-10-23,12,23111.3105,5970.0199999999995,0.04666666666666667,340,69,1
Paul Gonzalez,2011-03-07,2,567.89,-83.35000000000001,0.025,75,665,0
Paul Knutson,2012-10-28,7,26188.544500000004,3581.9599999999996,0.05,234,64,0
Paul Lucas,2010-10-20,4,1911.6100000000001,-479.21,0.055,99,803,0
Paul MacIntyre,2012-07-14,6,13812.44,2705.0600000000004,0.045,213,170,0
Paul Prost,2011-03-23,8,4487.6995,252.32000000000005,0.05363636363636364,217,649,0
Paul Stevenson,2012-06-13,4,15715.4345,493.75,0.037142857142857144,173,201,0
Paul Van Hugh,2012-03-04,4,40839.29,7531.210000000001,0.051666666666666666,189,302,0
Pauline Chand,2012-11-18,14,38343.6275,5887.63,0.045000000000000005,537,43,1
Pauline Johnson,2010-02-24,3,6044.71,-623.03,0.028000000000000004,136,1041,0
Pauline Webber,2012-09-25,9,26405.7275,4342.2,0.06153846153846154,236,97,1
Penelope Sewall,2012-09-18,7,14089.9085,488.54999999999995,0.046363636363636364,323,104,0
Pete Armstrong,2012-07-09,5,13712.1675,2433.45,0.05,208,175,0
Pete Kriz,2010-08-03,2,604.79,48.879999999999995,0.04,42,881,0
Pete Takahito,2012-11-10,5,8694.495,350.1700000000001,0.06,231,51,0
Peter Buhler,2012-08-19,5,9281.88,616.3399999999999,0.04666666666666667,175,134,0
Peter Fuller,2012-01-13,11,54715.744,8264.119999999999,0.034,655,353,1
Peter McVee,2012-09-15,3,2910.13,-373.58,0.05800000000000001,90,107,0
Philip Brown,2012-10-22,12,64716.796500000004,9715.730000000001,0.04894736842105263,550,70,1
Philip Fox,2012-12-12,5,13433.4105,2065.93,0.05500000000000001,294,19,0
Philisse Overcash,2011-11-19,2,8396.5,2086.02,0.06999999999999999,86,408,0
Phillina Ober,2012-02-27,6,2157.49,200.64999999999998,0.04428571428571428,144,308,0
Phillip Breyer,2012-10-17,4,2899.5400000000004,358.52,0.04,144,75,0
Phillip Flathmann,2012-08-23,9,16286.2955,477.26,0.049999999999999996,256,130,0
Pierre Wener,2012-09-20,6,4751.86,456.35999999999996,0.04777777777777778,207,102,0
Quincy Jones,2012-12-29,19,48398.567,6192.13,0.0484,864,2,1
Rachel Payne,2012-09-09,7,18434.280000000002,2490.19,0.05,276,113,0
Ralph Arnett,2011-12-06,7,8292.69,-742.89,0.04750000000000001,216,391,0
Ralph Kennedy,2012-11-10,12,21329.728,4761.42,0.043333333333333335,418,51,1
Ralph Knight,2012-01-08,7,10174.915,2011.74,0.06285714285714286,147,358,0
Randy Bradley,2012-08-10,6,18407.059999999998,2566.19,0.042857142857142864,149,143,0
Randy Ferguson,2012-05-23,9,20332.1235,-308.16999999999985,0.048125,502,222,1
Raymond Book,2012-11-02,11,70426.59,18760.59,0.0485,567,59,1
Raymond Fair,2012-08-19,8,8270.075,2039.87,0.04818181818181819,353,134,0
Resi Polking,2012-03-29,9,18598.788,3615.17,0.05777777777777778,316,277,0
Ricardo Block,2011-04-05,5,16004.68,-1024.8400000000001,0.04666666666666667,225,636,0
Ricardo Emerson,2012-12-15,4,19562.370000000003,3897.92,0.045714285714285714,187,16,0
Richard Bierner,2012-08-14,5,7103.9495,632.9300000000001,0.05,150,139,0
Richard Eichhorn,2012-12-23,4,11783.849999999999,171.07999999999993,0.043333333333333335,147,8,0
Rick Bensley,2012-09-23,6,20704.2195,2601.4,0.04,314,99,0
Rick Duston,2012-09-19,6,30727.311,4667.389999999999,0.063,260,103,0
Rick Hansen,2012-12-22,10,9250.624,-390.55,0.052000000000000005,321,9,0
Rick Huthwaite,2011-07-12,2,415.82000000000005,-42.24,0.05666666666666667,79,538,0
Rick Reed,2009-01-30,2,32088.420000000002,11695.88,0.04666666666666667,109,1431,0
Rick Wilson,2012-12-10,14,58024.7515,16704.059999999998,0.035,542,21,1
Ritsa Hightower,2012-10-27,8,54630.1045,11960.800000000001,0.049375,390,65,1
Rob Beeghly,2011-11-28,4,9664.17,-2039.87,0.0375,261,399,0
Rob Dowd,2012-09-13,8,16448.427499999998,3612.9,0.03818181818181818,293,109,0
Rob Haberlin,2012-10-03,16,39069.3685,5557.870000000001,0.044782608695652176,593,89,1
Rob Lucas,2012-04-12,2,5395.09,-837.1899999999999,0.025,58,263,0
